stockid,tsn,scientificname,commonname,areaid,country,areatype,areacode,areaname,alternateareaname
SMDOGATL,160230,Mustelus canis,Smooth dogfish,USA-NMFS-ATL,USA,NMFS,ATL,Atlantic,NA
SMOOTHOREOBP,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-BP,New Zealand,MFish,BP,Bounty Plateau,NA
SMOOTHOREOCR,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-CR,New Zealand,MFish,CR,Chatham Rise,NA
SMOOTHOREOEPR,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-EPR,New Zealand,MFish,EPR,East Pukaki Rise,NA
SMOOTHOREOSLD,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-SLD,New Zealand,MFish,SLD,Southland,NA
SMOOTHOREOWECR,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-WECR,New Zealand,MFish,WECR,West end of Chatham Rise,NA
SMOOTHSKA2J3K,564151,Malacoraja senta,Smooth skate,Canada-DFO-2J3K,Canada,DFO,2J3K,NAFO Division 2J3K,NA
SMOOTHSKA4T,564151,Malacoraja senta,Smooth skate,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
SMSHRMPMEDGSA10,99152,Squilla mantis,Spottail mantis shrimp,multinational-GFCM-GSA10,multinational,GFCM,GSA10,South Tyrrhenian Sea,NA
SMSHRMPMEDGSA17,99152,Squilla mantis,Spottail mantis shrimp,multinational-GFCM-GSA17,multinational,GFCM,GSA17,Northern Adriatic Sea,NA
SMSHRMPMEDGSA17-18,99152,Squilla mantis,Spottail mantis shrimp,multinational-GFCM-GSA17-18,multinational,GFCM,GSA17-18,"Adriatic Sea (GSA 17,18)",NA
SMSHRMPMEDGSA9,99152,Squilla mantis,Spottail mantis shrimp,multinational-GFCM-GSA9,multinational,GFCM,GSA9,Ligurian and North Tyrrhenian Sea,NA
SMULLMEDGSA15-16,169418,Mullus surmuletus,Surmullet,multinational-GFCM-GSA15-16,multinational,GFCM,GSA15-16,"Malta Island and South of Sicily (GSA 15, 16)",NA
SMULLMEDGSA5,169418,Mullus surmuletus,Surmullet,multinational-GFCM-GSA5,multinational,GFCM,GSA5,Balearic Island,NA
SMULLMEDGSA9,169418,Mullus surmuletus,Surmullet,multinational-GFCM-GSA9,multinational,GFCM,GSA9,Ligurian and North Tyrrhenian Sea,NA
SNAPSAUSNSG,169231,Chrysophrys auratus,Snapper,Australia-SARDI-SAUSNSG,Australia,SARDI,SAUSNSG,Northern Spencer Gulf,NA
SNAPSAUSSGSV,169231,Chrysophrys auratus,Snapper,Australia-SARDI-SAUSSGSV,Australia,SARDI,SAUSSGSV,Southern Gulf St. Vincent,NA
SNAPSAUSSSG,169231,Chrysophrys auratus,Snapper,Australia-SARDI-SAUSSSG,Australia,SARDI,SAUSSSG,Southern Spencer Gulf,NA
SNOSESHARATL,160200,Rhizoprionodon terraenovae,Atlantic sharpnose shark,USA-NMFS-ATL,USA,NMFS,ATL,Atlantic,NA
SNOWCRAB2HJ,98428,Chionoecetes opilio,Snow crab,Canada-DFO-2HJ,Canada,DFO,2HJ,Division 2HJ,NA
SNOWCRAB2HJ3KLNOP4R,98428,Chionoecetes opilio,Snow crab,Canada-DFO-2HJ3KLNOP4R,Canada,DFO,2HJ3KLNOP4R,Division 2HJ3KLNOP4R,NA
SNOWCRAB2J,98428,Chionoecetes opilio,Snow crab,Canada-DFO-2J,Canada,DFO,2J,Division 2J,NA
SNOWCRAB3K,98428,Chionoecetes opilio,Snow crab,Canada-DFO-3K,Canada,DFO,3K,Division 3K,NA
SNOWCRAB3LNO,98428,Chionoecetes opilio,Snow crab,Canada-DFO-3LNO,Canada,DFO,3LNO,Division 3LNO,NA
SNOWCRAB3NO,98428,Chionoecetes opilio,Snow crab,Canada-DFO-3NO,Canada,DFO,3NO,Division 3NO,NA
SNOWCRAB3Ps,98428,Chionoecetes opilio,Snow crab,Canada-DFO-3Ps,Canada,DFO,3Ps,St. Pierre Bank,NA
SNOWCRAB4R3Pn,98428,Chionoecetes opilio,Snow crab,Canada-DFO-4R3Pn,Canada,DFO,4R3Pn,Division 4R3Pn,NA
SNOWCRABBS,98428,Chionoecetes opilio,Snow crab,USA-NMFS-BS,USA,NMFS,BS,Bering Sea,NA
SNOWCRABESJ,98428,Chionoecetes opilio,Snow crab,Japan-FAJ-ESJ,Japan,FAJ,ESJ,Sea of Japan East,NA
SNOWCRABHOKK,98428,Chionoecetes opilio,Snow crab,Japan-FAJ-HOKK,Japan,FAJ,HOKK,Hokkaido,NA
SNOWCRABNPAC,98428,Chionoecetes opilio,Snow crab,Japan-FAJ-NPAC,Japan,FAJ,NPAC,North Pacific,NA
SNOWCRABOKS,98428,Chionoecetes opilio,Snow crab,Japan-FAJ-OKS,Japan,FAJ,OKS,Okhotsk Sea,NA
SNOWCRABSCMA12-17,98428,Chionoecetes opilio,Snow crab,Canada-DFO-SCMA12-17,Canada,DFO,SCMA12-17,Northern Gulf of St. Lawrence,NA
SNOWCRABSGSL,98428,Chionoecetes opilio,Snow crab,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
SNOWCRABWSJ,98428,Chionoecetes opilio,Snow crab,Japan-FAJ-WSJ,Japan,FAJ,WSJ,Sea of Japan West,NA
SNOWGROUPSATLC,167705,Epinephelus niveatus,Snowy grouper,USA-NMFS-SATLC,USA,NMFS,SATLC,Southern Atlantic coast,NA
SNROCKPCOAST,166716,Sebastes diploproa,Splitnose rockfish,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
SOLECS,173002,Solea solea,Common sole,multinational-ICES-VIIf-g,multinational,ICES,VIIf-g,Celtic Sea,NA
SOLECWAAGO,-986,Cynoglossus spp,Sole,multinational-FAO-CWAAGO,multinational,FAO,CWAAGO,Central West Africa Angola,NA
SOLECWAGAB-COD,-986,Cynoglossus spp,Sole,multinational-FAO-CWAGAB-COD,multinational,FAO,CWAGAB-COD,Central West Africa Gabon-Congo DR,NA
SOLECWAGIN-LBR,-986,Cynoglossus spp,Sole,multinational-FAO-CWAGIN-LBR,multinational,FAO,CWAGIN-LBR,Central West Africa Guinea-Liberia,NA
SOLECWAGNB-GIN,-986,Cynoglossus spp,Sole,multinational-FAO-CWAGNB-GIN,multinational,FAO,CWAGNB-GIN,Central West Africa Guinea Bissau-Guinea,NA
SOLEIIIa-2224,173002,Solea solea,Common sole,multinational-ICES-22-24-IIIa,multinational,ICES,22-24-IIIa,ICES 22-24-3a,NA
SOLEIS,173002,Solea solea,Common sole,multinational-ICES-VIIa,multinational,ICES,VIIa,Irish Sea,NA
SOLENS,173002,Solea solea,Common sole,multinational-ICES-IV,multinational,ICES,IV,North Sea,NA
SOLEVIIbc,173002,Solea solea,Common sole,multinational-ICES-VIIbc,multinational,ICES,VIIbc,ICES 7bc,NA
SOLEVIId,173002,Solea solea,Common sole,multinational-ICES-VIId,multinational,ICES,VIId,Eastern English Channel,NA
SOLEVIIe,173002,Solea solea,Common sole,multinational-ICES-VIIe,multinational,ICES,VIIe,Western English Channel,NA
SOLEVIIh-k,173002,Solea solea,Common sole,multinational-ICES-VIIh-k,multinational,ICES,VIIh-k,ICES 7h-k,NA
SOLEVIIIab,173002,Solea solea,Common sole,multinational-ICES-VIIIab,multinational,ICES,VIIIab,ICES 8ab,NA
SOLEVIIIc-IXa,173002,Solea solea,Common sole,multinational-ICES-VIIIc-IXa,multinational,ICES,VIIIc-IXa,ICES 8c-9a,NA
SOLMEDGSA17,173002,Solea solea,Common sole,multinational-GFCM-GSA17,multinational,GFCM,GSA17,Northern Adriatic Sea,NA
SOLMEDGSA7,173002,Solea solea,Common sole,multinational-GFCM-GSA7,multinational,GFCM,GSA7,Gulf of Lions,NA
SOUTHHAKECH,164797,Merluccius australis,Southern hake,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
SOUTHHAKECR,164797,Merluccius australis,Southern hake,New Zealand-MFish-CR,New Zealand,MFish,CR,Chatham Rise,NA
SOUTHHAKESA,164797,Merluccius australis,Southern hake,New Zealand-MFish-SA,New Zealand,MFish,SA,Sub-Antarctic,NA
SOUTHHAKEWCSI,164797,Merluccius australis,Southern hake,New Zealand-MFish-WCSI,New Zealand,MFish,WCSI,West Coast South Island,NA
SPANMACKECS,172446,Scomberomorus niphonius,Japanese Spanish mackerel,Japan-FAJ-ECS,Japan,FAJ,ECS,East China Sea,NA
SPANMACKGM,172436,Scomberomorus maculatus,Spanish mackerel,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
SPANMACKSATLC,172436,Scomberomorus maculatus,Spanish mackerel,USA-NMFS-SATLC,USA,NMFS,SATLC,Southern Atlantic coast,NA
SPANMACKSETO,172446,Scomberomorus niphonius,Japanese Spanish mackerel,Japan-FAJ-SETO,Japan,FAJ,SETO,Inland Sea of Japan,NA
SPHAKECH,164799,Merluccius gayi,South Pacific hake,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
SPRAT22-32,161789,Sprattus sprattus,Sprat,multinational-ICES-22-32,multinational,ICES,22-32,Baltic Areas 22-32,NA
SPRATIIIa,161789,Sprattus sprattus,Sprat,multinational-ICES-IIIa,multinational,ICES,IIIa,Kattegat and Skagerrak,Skagerrak
SPRATIIIa-IV,161789,Sprattus sprattus,Sprat,multinational-ICES-IIIa-IV,multinational,ICES,IIIa-IV,ICES 3a-4,NA
SPRATNS,161789,Sprattus sprattus,Sprat,multinational-ICES-IV,multinational,ICES,IV,North Sea,NA
SPRATVIIde,161789,Sprattus sprattus,Sprat,multinational-ICES-VIIde,multinational,ICES,VIIde,ICES 7de,NA
SPRATVI-VIIabcfghijk,161789,Sprattus sprattus,Sprat,multinational-ICES-VI-VIIabcfghijk,multinational,ICES,VI-VIIabcfghijk,ICES 6-7abcfghijk,NA
SPRAYIIIa-IV-VIId,160883,Raja montagui,Spotted ray,multinational-ICES-IIIa-IV-VIId,multinational,ICES,IIIa-IV-VIId,ICES 3a-4-7d,NA
SPRAYIXa,160883,Raja montagui,Spotted ray,multinational-ICES-IXa,multinational,ICES,IXa,Portugese Waters -East,NA
SPRAYVIIaefgh,160883,Raja montagui,Spotted ray,multinational-ICES-VIIaefgh,multinational,ICES,VIIaefgh,ICES 7aefgh,NA
SPRAYVIII,160883,Raja montagui,Spotted ray,multinational-ICES-VIII,multinational,ICES,VIII,Bay of Biscay,NA
SPRAYVI-VIIbj,160883,Raja montagui,Spotted ray,multinational-ICES-VI-VIIbj,multinational,ICES,VI-VIIbj,ICES 6-7bj,NA
SPRBLKGSA29,161789,Sprattus sprattus,Sprat,multinational-GFCM-GSA29,multinational,GFCM,GSA29,Black Sea,NA
SPSDOGPCOAST,160620,Squalus suckleyi,Spotted spiny dogfish,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
SPSHRIMPCWA,551575,Farfantepenaeus notialis,Southern pink shrimp,multinational-FAO-CWA,multinational,FAO,CWA,Central West Africa,NA
SPSQUIDPAC,556653,Loligo bleekeri,Spear squid,Japan-FAJ-PAC,Japan,FAJ,PAC,Pacific Ocean,NA
SPSQUIDTSSTWC,556653,Loligo bleekeri,Spear squid,Japan-FAJ-TSSTWC,Japan,FAJ,TSSTWC,Tsushima warm current,NA
SPURDNEATL,160617,Squalus acanthias,Spurdog,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,multinational,ICES,I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,Northeast Atlantic,NA
SRAKEROCKBSAI,166712,Sebastes borealis,Shortraker rockfish,USA-NMFS-BSAI,USA,NMFS,BSAI,Bering Sea and Aleutian Islands,NA
SRAKEROCKGA,166712,Sebastes borealis,Shortraker rockfish,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
SSALMA1,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A1,Canada,DFO,A1,Area 1,NA
SSALMA12,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A12,Canada,DFO,A12,Area 12,NA
SSALMA13,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A13,Canada,DFO,A13,Area 13,NA
SSALMA16,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A16,Canada,DFO,A16,Area 16,NA
SSALMA28,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A28,Canada,DFO,A28,Area 28,NA
SSALMA2E,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A2E,Canada,DFO,A2E,Area 2E,NA
SSALMA2W,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A2W,Canada,DFO,A2W,Area 2W,NA
SSALMA5,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A5,Canada,DFO,A5,Area 5,NA
SSALMA6,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A6,Canada,DFO,A6,Area 6,NA
SSALMA7,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A7,Canada,DFO,A7,Area 7,NA
SSALMA8,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-A8,Canada,DFO,A8,Area 8,NA
SSALMADAMS,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-ADAMS,Canada,DFO,ADAMS,Adams,NA
SSALMAKALURAL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-AKALURAL,USA,AKSTATE,AKALURAL,Akalura Lake,NA
SSALMANADYRSW,161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-ANADYRSW,Russia,TINRO,ANADYRSW,Anadyr sockeye wild,NA
SSALMATNARKO,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-ATNARKO,Canada,DFO,ATNARKO,Atnarko (Area 8),NA
SSALMAWKER,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-AWKER,USA,AKSTATE,AWKER,Akwe River,NA
SSALMBARKS,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-BARKS,Canada,DFO,BARKS,Barkley Sound,NA
SSALMBEARR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BEARR,USA,AKSTATE,BEARR,Bear River,NA
SSALMBIRKENH,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-BIRKENH,Canada,DFO,BIRKENH,Birkenhead,NA
SSALMBLACKL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BLACKL,USA,AKSTATE,BLACKL,Black Lake,NA
SSALMBOWRON,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-BOWRON,Canada,DFO,BOWRON,Bowron,NA
SSALMBRANCH,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BRANCH,USA,AKSTATE,BRANCH,Branch,NA
SSALMBUSKINL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-BUSKINL,USA,AKSTATE,BUSKINL,Buskin Lake,NA
SSALMCAYENNE,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CAYENNE,Canada,DFO,CAYENNE,cayenne,NA
SSALMCHIGNIKL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-CHIGNIKL,USA,AKSTATE,CHIGNIKL,Chignik Lake,NA
SSALMCHILKATL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-CHILKATL,USA,AKSTATE,CHILKATL,Chilkat Lake,NA
SSALMCHILKO,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CHILKO,Canada,DFO,CHILKO,Chilko,NA
SSALMCHILKOOTL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-CHILKOOTL,USA,AKSTATE,CHILKOOTL,Chilkoot Lake,NA
SSALMCHILKOS,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CHILKOS,Canada,DFO,CHILKOS,Chilko South,NA
SSALMCHILLIW,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CHILLIW,Canada,DFO,CHILLIW,chilliwack,NA
SSALMCOLR,161979,Oncorhynchus nerka,Sockeye salmon,USA-WASTATE-COLR,USA,WASTATE,COLR,Columbia R,NA
SSALMCULTUS,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-CULTUS,Canada,DFO,CULTUS,Cultus,NA
SSALMEALSEKDR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-EALSEKDR,USA,AKSTATE,EALSEKDR,East-Alsek-Doame River,NA
SSALMEGEGIK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-EGEGIK,USA,AKSTATE,EGEGIK,Egegik,NA
SSALMEKAMSW,161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-EKAMSW,Russia,TINRO,EKAMSW,East Kamchatka sockeye wild,NA
SSALMEUPPERS,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-EUPPERS,USA,AKSTATE,EUPPERS,Early Upper Station,NA
SSALMFENNELL,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-FENNELL,Canada,DFO,FENNELL,fennell,NA
SSALMGATES,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-GATES,Canada,DFO,GATES,Gates,NA
SSALMGATESC,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-GATESC,Canada,DFO,GATESC,Gates Channel,NA
SSALMHARRISON,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-HARRISON,Canada,DFO,HARRISON,harrison,NA
SSALMHORSEFLY,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-HORSEFLY,Canada,DFO,HORSEFLY,Horsefly,NA
SSALMHSSH,161979,Oncorhynchus nerka,Sockeye salmon,Japan-FAJ-HSSH,Japan,FAJ,HSSH,Japan High Seas catch sockeye hatchery,NA
SSALMHSSW,161979,Oncorhynchus nerka,Sockeye salmon,Japan-FAJ-HSSW,Japan,FAJ,HSSW,Japan High Seas catch sockeye wild,NA
SSALMIGUSHIK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-IGUSHIK,USA,AKSTATE,IGUSHIK,Igushik River,NA
SSALMILNIKR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-ILNIKR,USA,AKSTATE,ILNIKR,Ilnik River,NA
SSALMITALOR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-ITALOR,USA,AKSTATE,ITALOR,Italo River,NA
SSALMKARLUKL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KARLUKL,USA,AKSTATE,KARLUKL,Karluk Lake,NA
SSALMKIMSQUIT,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-KIMSQUIT,Canada,DFO,KIMSQUIT,Kimsquit,NA
SSALMKITLOPE,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-KITLOPE,Canada,DFO,KITLOPE,Kitlope,NA
SSALMKLUKSHUR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KLUKSHUR,USA,AKSTATE,KLUKSHUR,Klukshu River,NA
SSALMKUSKOKWIM,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KUSKOKWIM,USA,AKSTATE,KUSKOKWIM,Kuskokwim,NA
SSALMKVICHAK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-KVICHAK,USA,AKSTATE,KVICHAK,Kvichak,NA
SSALMLLAKE,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-LLAKE,Canada,DFO,LLAKE,Long Lake,NA
SSALMLOSTR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-LOSTR,USA,AKSTATE,LOSTR,Lost River,NA
SSALMLRIVER,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-LRIVER,USA,AKSTATE,LRIVER,Little River,NA
SSALMLSTUART,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-LSTUART,Canada,DFO,LSTUART,Late Stuart,NA
SSALMLUPPERS,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-LUPPERS,USA,AKSTATE,LUPPERS,Late Upper Station,NA
SSALMLWASH,161979,Oncorhynchus nerka,Sockeye salmon,USA-WASTATE-LWASH,USA,WASTATE,LWASH,Lake Washington,NA
SSALMMALINAL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-MALINAL,USA,AKSTATE,MALINAL,Malina Lake,NA
SSALMMCDONALD,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-MCDONALD,USA,AKSTATE,MCDONALD,McDonald,NA
SSALMMITCHELL,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-MITCHELL,Canada,DFO,MITCHELL,Mitchell,NA
SSALMNADINA,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NADINA,Canada,DFO,NADINA,Nadina,NA
SSALMNADINAC,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NADINAC,Canada,DFO,NADINAC,Nadina Channel,NA
SSALMNAHANTLATCH,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NAHANTLATCH,Canada,DFO,NAHANTLATCH,nahatlatch,NA
SSALMNAKNEK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NAKNEK,USA,AKSTATE,NAKNEK,Naknek,NA
SSALMNASS,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-NASS,Canada,DFO,NASS,Nass,NA
SSALMNELSONR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NELSONR,USA,AKSTATE,NELSONR,Nelson River,NA
SSALMNUSHAGAK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NUSHAGAK,USA,AKSTATE,NUSHAGAK,Nushagak,NA
SSALMNUYAKUK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-NUYAKUK,USA,AKSTATE,NUYAKUK,Nuyakuk,NA
SSALMOKSH,161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-OKSH,Russia,TINRO,OKSH,Okhotsk sockeye hatchery,NA
SSALMOKSW,161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-OKSW,Russia,TINRO,OKSW,Okhotsk sockeye wild,NA
SSALMORZINSKIL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-ORZINSKIL,USA,AKSTATE,ORZINSKIL,Orzinski Lake,NA
SSALMOWIKENOL,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-OWIKENOL,Canada,DFO,OWIKENOL,Owikeno Lake,NA
SSALMPASAGSHAKR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-PASAGSHAKR,USA,AKSTATE,PASAGSHAKR,Pasagshak River,NA
SSALMPAULSBD,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-PAULSBD,USA,AKSTATE,PAULSBD,Pauls Bay Drainage,NA
SSALMPITT,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-PITT,Canada,DFO,PITT,Pitt,NA
SSALMPORTAGE,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-PORTAGE,Canada,DFO,PORTAGE,Portage,NA
SSALMQUIN,161979,Oncorhynchus nerka,Sockeye salmon,USA-WASTATE-QUIN,USA,WASTATE,QUIN,Quinault,NA
SSALMRAFT,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-RAFT,Canada,DFO,RAFT,Raft,NA
SSALMREDOUBTL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-REDOUBTL,USA,AKSTATE,REDOUBTL,Redoubt Lake,NA
SSALMSALTERYL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SALTERYL,USA,AKSTATE,SALTERYL,Saltery Lake,NA
SSALMSANDYR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SANDYR,USA,AKSTATE,SANDYR,Sandy River,NA
SSALMSCOTCH,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SCOTCH,Canada,DFO,SCOTCH,scotch,NA
SSALMSEYMOUR,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SEYMOUR,Canada,DFO,SEYMOUR,Seymour,NA
SSALMSHUSWAP,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SHUSWAP,Canada,DFO,SHUSWAP,shuswap,NA
SSALMSITUKR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SITUKR,USA,AKSTATE,SITUKR,Situk River,NA
SSALMSKEENA,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SKEENA,Canada,DFO,SKEENA,Skeena,NA
SSALMSKIDEGATE,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-SKIDEGATE,Canada,DFO,SKIDEGATE,Skidegate,NA
SSALMSPEELL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-SPEELL,USA,AKSTATE,SPEELL,Speel Lake,NA
SSALMSTELLAKO,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-STELLAKO,Canada,DFO,STELLAKO,Stellako,NA
SSALMSTIKINE,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-STIKINE,USA,AKSTATE,STIKINE,Stikine (District108),NA
SSALMTAHLTAN,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-TAHLTAN,USA,AKSTATE,TAHLTAN,Tahltan,NA
SSALMTAKUR,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-TAKUR,USA,AKSTATE,TAKUR,Taku River,NA
SSALMTASEKO,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-TASEKO,Canada,DFO,TASEKO,taseko,NA
SSALMTOGIAK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-TOGIAK,USA,AKSTATE,TOGIAK,Togiak,NA
SSALMUCOOKI,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-UCOOKI,USA,AKSTATE,UCOOKI,Upper Cook Inlet,NA
SSALMUGANIKL,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-UGANIKL,USA,AKSTATE,UGANIKL,Uganik Lake,NA
SSALMUGASHIK,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-UGASHIK,USA,AKSTATE,UGASHIK,Ugashik,NA
SSALMWEAVER,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-WEAVER,Canada,DFO,WEAVER,Weaver,NA
SSALMWEAVERC,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-WEAVERC,Canada,DFO,WEAVERC,Weaver Channel,NA
SSALMWKAMSH,161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-WKAMSH,Russia,TINRO,WKAMSH,West Kamchatka sockeye hatchery,NA
SSALMWKAMSW,161979,Oncorhynchus nerka,Sockeye salmon,Russia-TINRO-WKAMSW,Russia,TINRO,WKAMSW,West Kamchatka sockeye wild,NA
SSALMWOOD,161979,Oncorhynchus nerka,Sockeye salmon,USA-AKSTATE-WOOD,USA,AKSTATE,WOOD,Wood,NA
SSALMYAKOUN,161979,Oncorhynchus nerka,Sockeye salmon,Canada-DFO-YAKOUN,Canada,DFO,YAKOUN,Yakoun,NA
SSANDNSJ,170916,Arctoscopus japonicus,Sailfin sandfish,Japan-FAJ-NSJ,Japan,FAJ,NSJ,Sea of Japan North,NA
SSANDWSJ,170916,Arctoscopus japonicus,Sailfin sandfish,Japan-FAJ-WSJ,Japan,FAJ,WSJ,Sea of Japan West,NA
