"","stock_name","ricker_a","ricker_b","ricker_AICc","bevholt_a","bevholt_b","bevholt_AICc"
"208","PANDALIIIaW.IVaE",2120373.70615076,7.40756608732362e-05,-62.8564182576989,10076617.6050474,0.000947611877605157,-62.4898422781914
"209","PATGRENADIERCH",4586848.64639561,0.00046085428038776,-58.7906529213934,4634664.35697954,0.000554941587850812,-58.780356481705
"210","PATGRENADIERSARG",3157.76541786344,1.78565106357091e-06,-29.9977966603799,4346.38375270389,4.67330258040565e-06,-29.6452372271582
"211","PAUAPAU5D",4046.51777204563,0.00165094403658477,-83.8079886293498,26307576.8854513,30.1960572596965,-84.1144541738854
"212","PCEELARGS",0.604985966093867,5.42271406257682e-06,-63.436288995714,2.80309134781188,7.83388202418605e-05,-71.5988710384
"213","PCEELCSCH",2.06815733632995,0.000161394394058869,-67.2645002505871,5.699979083227,0.00110575561732642,-58.0828838102784
"214","PCEELSCH",0.725645918462497,0.000100259549867052,-67.1407933395212,0.713985601778204,0.000122781865761582,-63.9969590900709
"215","PCODBS",9137.99871393969,7.62040175331748e-06,-36.1810338967716,667695433.214105,1.89218873360786,-35.988852131089
"216","PCODGA",11276.6476681901,5.47086090356612e-06,-59.9141040468849,29480.8037882194,3.6594329395295e-05,-63.2273333763882
"217","PERCHEBSAI",1026.06297721044,4.46382224304035e-06,-28.4238518298783,23651930.7683036,0.308554952416246,-30.2398882692206
"218","PERCHQCI",349.027627319572,8.17474149224175e-06,-47.7936558777754,469.719455505983,2.04980898202172e-05,-48.1761861170469
"219","PERCHWCVANI",736.840651738325,5.80288585622198e-05,-44.2493670710987,783.224842813246,8.46461970929536e-05,-44.2410904900669
"220","PHAKEPCOAST",2996.13714528271,9.29770590229756e-07,48.3311557257505,1589207258996.26,1468.35986511094,47.4481105895621
"221","PILCHPJPN",28526.6020535862,1.25490567861368e-07,-7.87243806085499,29410.539048125,2.2802203836861e-07,-6.91944838094068
"222","PILCHTSST",30268.6249335104,1.99818622425528e-07,-33.6367510344247,30076.3347038083,2.58289514773119e-07,-32.6600277782621
"223","PINKSHRIMPGM",257739.36529898,1.54803869213455e-05,-101.645423556002,367989.493550427,4.27944235263647e-05,-101.965243673322
"224","PLAIC2123",9.29138786596032,9.19110785434824e-05,-48.7835625030588,13.7704462646804,0.000270865984512173,-49.3705889084466
"225","PLAIC7d",6943.57180002416,2.31446785732106e-05,-63.2755270765342,9839.2496462621,7.03725047438219e-05,-64.0254459948418
"226","PLAICCELT",2.74522807378171,1.04634110910339,-35.1840299050499,84378.4646439843,89018.6945243961,-35.7273823271469
"227","PLAICECHW",2.47768673650347,0.940787966996,-59.2269558043382,52.5363348108293,57.965196683889,-58.0250668416928
"228","PLAICNS",4504.96264481663,1.26195235678027e-06,-87.4226413879525,8563.28139726444,5.66665685135256e-06,-89.6613102402035
"229","PLAICVIIh.k",1.02648237220313,0.336818002563503,-26.0343286873815,1.21275983280617,0.701692771047497,-26.5880644081044
"230","POLL5YZ",347.416725594048,5.00778190410339e-06,-67.0561892087595,227641610908.113,9502.72497762615,-66.4968683317679
"231","POLLFAPL",1.07044864339003,1.53228098284026e-05,-76.0995699217337,65.9459837294725,0.00286340977642807,-70.4270686751908
"232","POLLIEG",887.648392816642,8.83107848999036e-06,-45.4287018084925,4549.60333004068,0.000118700221897544,-45.4570859674311
"233","POLLNEAR",1700.34158249827,3.28988128587771e-06,-101.070279642682,6490.84122851575,3.60423034315344e-05,-105.481719887506
"234","POLLNS.VI.IIIa",1214.01862744776,2.78845858581576e-06,-69.8556691959783,5527.60900010039,3.56105194461679e-05,-74.0580544437254
"235","POPERCHGA",1681.78197019169,8.21941728986005e-06,-55.4905718314037,2896.20934980087,3.25750919375839e-05,-56.8253111590326
"236","POPERCHPCOAST",4484.51218648208,0.000177675550498767,-35.2018548776951,7223.49051530046,0.000587065396694582,-35.3271479013648
"237","PSALMAKPSESCD",3.66220247180287,1.97480095373154e-07,-1.26099126358189,3.90782898318437,3.09098387667053e-07,-1.29760804296789
"238","PSALMAKPSWUD",7.32797628311243,1.06960357142016e-06,-15.3086271746999,9.73591947113331,2.99666530382296e-06,-12.9967648478346
"239","PSALMAMURPW",2.29741709233569,1.50445367102576e-07,-49.8104882913529,2.38867324261847,2.20565460862406e-07,-48.3634501840203
"240","PSALMCHIGNIKCD",2.21432096719372,1.22765182186784e-06,2.90394904457945,3.03742284018143,5.82040735806836e-06,2.09449280054752
"241","PSALMCHIGNIKED",1.96424304561037,7.20654719533442e-07,-9.56728880980182,2.02576195318412,1.06199274453089e-06,-9.42068477403632
"242","PSALMCHIGNIKWD",7.55059750627162,6.05603869714026e-06,-2.72515643947037,30.0627829522125,7.87229625281099e-05,-6.73968792110492
"243","PSALMEKAMPW",2.46755395642907,1.45693133846048e-08,-23.6523693649906,2.79024614482325,2.92143670321357e-08,-24.2215257741526
"244","PSALMESAKPW",2.63866037337723,1.04806515363946e-08,-54.8847207031645,2.70799317202292,1.38437639595744e-08,-54.7764738032621
"245","PSALMHUMPYCCISD",2.24642661982123,7.8326608091377e-06,-0.223312232848346,3.49200054979346,3.13218117075396e-05,-1.90431570521781
"246","PSALMJCPH",5.47554182103054,6.72196007490207e-07,-31.3580991655769,5.86891811023393,1.14181665494838e-06,-31.125371471127
"247","PSALMJCPW",5.20670545052942,1.30549854778972e-07,-32.6018094627032,5.81417216547597,2.67193630193296e-07,-33.8598646844386
"248","PSALMMONTD",1.77799297969486,1.20734596908433e-06,-7.1583708742874,1.76110089183563,1.26845539165963e-06,-7.11214171600515
"249","PSALMOKPW",2.75651211220672,9.73105852655658e-08,23.5266873189101,3.9264552719649,4.06777888093686e-07,22.9657666872002
"250","PSALMPDICK",4.31127904389125,7.07867824251157e-06,22.1421863345923,5.24343297311945,1.60413495952785e-05,21.8488469121506
"251","PSALMPERRYVILLED",2.99901807891464,2.18168357481952e-06,-9.7032155173941,3.34672086978885,4.04904375807149e-06,-9.65206470515384
"252","PSALMPGRAHAMSD",3.51763131767831,4.01078554833399e-05,-5.6315234497756,5.61393469582629,0.000156987324930936,-7.84423842663369
"253","PSALMPRIMPW",4.99274029934028,6.30131216670649e-07,10.8206931314387,7.44323167217813,2.63803755121598e-06,9.1950204529535
"254","PSALMPWSED",8.17878754530385,8.62852809078146e-07,2.09636661785398,14.3878000294941,3.7360017500098e-06,1.81379595838668
"255","PSALMPWSSED",3.10505977450383,9.35452180983487e-07,-0.721624760979333,3.34622757507632,1.51562872551521e-06,-0.756056874410471
"256","PSALMROCKYROD",1.37011892881848,2.81112188174189e-06,5.54274422033512,1.40728739539924,4.31234459654598e-06,5.46943172179693
"257","PSALMSELDOVIAB",2.54192845536608,1.28003891842188e-05,-9.62628639820969,3.51627875027487,3.63621051332586e-05,-10.2499668634639
"258","PSALMTUTKASD",14.7702449333167,6.3670548860521e-06,25.6745656866445,14.9616595184335,7.77348809062938e-06,25.6712081635469
"259","PSALMWINDYC",1.4667074592682,-4.27231244410899e-06,8.43511769713274,1.50065791039319,-2.94146346030823e-06,8.47554347467112
"260","PSOLEPCOAST",6145.74149817013,0.000162243554840873,-131.638362445345,13163.6503690013,0.000835698175830699,-133.46405971826
"261","PTOOTHFISHCH",62810.2344398278,2.54242491771338e-06,-65.7632155871756,64165.3497721135,3.24693906171035e-06,-65.7831414436725
"262","PTOOTHFISHMI",628.050357745756,0.000498450560417987,-51.6688197871355,9279579.34989766,23.8570105603138,-49.7478263760432
"263","PTOOTHFISHPEI",10064680.908197,-3.4676889571947e-05,-17.7332385468649,11115356.3806394,-1.7678463810284e-05,-15.9830372698539
"264","RBRMSETOW",6025.48740820417,0.000182417153005149,-98.6626192202717,48256837.976015,4.06304597750693,-102.470841271601
"265","REDDEEPDP.1.2.V.XII.XIV",2.12903327854545,0.861140223915292,-24.5895985309296,515721.523297064,664044.350022928,-29.5196446440017
"266","REDFEAUS",55548023844.9936,0.000100045939800284,-36.4918899243439,53320759291.1359,0.000121521783820066,-35.890947744095
"267","REXSOLEGA",32197.3206633224,7.55152638532307e-05,-64.3382482319679,401050158.090298,5.74887018650414,-45.4232426310268
"268","REYEROCKGA",925.020065302303,0.000158494744862379,-41.1494636861198,10255721.7646575,7.06359588831277,-39.2859247774435
"269","RGROUPGM",26.2595327186339,5.77092186756193e-07,-0.38280168090668,25614121241.9212,1597.92698394679,-0.191737849964743
"270","RGROUPSATL",0.59372955243908,6.83680260838818e-07,-40.2564852567787,2.16280389531387,6.79557467035692e-06,-39.8980344377989
"271","RHERRTSST",76504.2428788924,1.20185619427235e-05,-77.29849580761,98880.2456340113,2.92451658595999e-05,-76.2599466938626
"272","RKCRABBB",1162.19673461148,1.59918097429471e-05,10.6630938178824,815654601.868741,46.5981770559986,-5.57374345069453
"273","RKCRABNS",0.28444266728684,1.4244440685814e-07,-78.1074687662163,33.4726779726441,5.11071255152355e-05,-75.7761072406825
"274","RMULLMEDGSA29",411747.810093906,0.000258162285331749,-30.8308879898593,1469474.28437936,0.00248024901906331,-26.4428292557768
"275","RROCKLOBSTERSAUSNZ",5.8729048857597e-06,2.73580186114024e-12,-27.8069667816636,1.26915028923318e-05,1.44768299115655e-11,-26.4120360036446
"276","RROCKLOBSTERSAUSSZ",2.43798954626142e-05,3.44415974929869e-12,-81.2306389404354,10.6005590541769,4.79966767327899e-06,-76.2967394539387
"277","RSFLOUNSOJ",10458.3194760959,-6.54378306753445e-05,-65.0099626605787,10851.1301829089,-4.87866063767336e-05,-64.9500684468079
"278","RSNAPGM",1.22071043871058e-06,2.44301997764087e-15,-66.2229701569731,2.86400349715023e-06,1.5613789340491e-14,-68.3400166617204
"279","RSNAPSATLC",2.56368010238203e-07,3.50019572865049e-13,-9.09247786337998,2.9138127074615,1.16291366991792e-05,-11.9071848058055
"280","RSOLE5AB",1784.12376851875,0.000207294363589965,-124.124682200139,7288.56396676609,0.00243026378145378,-141.196518425225
"281","RSOLEGA",21570.2110847667,2.53734074433003e-05,-73.3610638071811,172642427.793408,0.871265325641015,-65.0701702781364
"282","RSOLEHSTR",2.17706125749951,3.79834143975458e-05,-145.10457934744,2.88889801054946,9.25521024013896e-05,-145.891036075194
"283","RSQLOBSTERCSCH",99915.915866671,2.08892712510057e-05,17.609676109843,1086513.13563325,0.000829322815445104,6.52421873012579
"284","RSROCKBCWN",1818.4803067176,0.000264548503045206,3.78448634074051,28623.1956796183,0.0114431021733869,3.88971222024147
"285","RSROCKBCWS",1512.18087824878,4.63307018342162e-05,-45.0132937502124,3490.26267217315,0.00024807068505736,-44.8416423919824
"286","SABLEFEBSAIGA",243.750437018298,6.90235876073759e-06,-5.22375990699759,280438350637.421,23041.4692340982,-5.89087529111202
"287","SABLEFPCAN",104.1419908182,1.71236499244593e-05,-71.9399310477556,581.568615600196,0.000278179580711541,-72.6035707016236
"288","SABLEFPCOAST",72.6120569863452,-5.46744984700482e-06,-10.686611668601,79.5383009510711,-3.59296572349476e-06,-10.7367080509658
"289","SARDPVIIIc.IXa",35618.372473488,3.30346835252185e-07,-40.7322219272828,35528.1014126644,3.63584759270817e-07,-40.6542628365414
"290","SARDSAS",5107.99556972157,7.40439868796213e-07,76.2567421084218,4942.95661861538,6.98005976239834e-07,76.2936245025346
"291","SARDWSE",363009798420.247,1.21990229385298e-05,-30.181579623534,630729399077.018,4.81138112821815e-05,-30.9717578335734
"292","SBELLYROCKPCOAST",6.68195853256647,1.11241076113482e-05,12.818442049472,6.73700800542387,1.57819660555151e-05,12.9131433232503
"293","SBT",29.3142250769767,1.45179103915622e-06,-149.217807311433,53.63946710753,7.28199382908128e-06,-157.607803687524
"294","SBWHITACIR",1568.29305409102,5.89606784259146e-06,0.0475764988639548,3241.16531691055,2.92502418755202e-05,-0.509872876033047
"295","SBWHITARGS",1395.47639033486,1.89859461896884e-06,6.0525130103026,572912616.525104,3.40809608506429,-6.16236728985734
"296","SBWHITCH",0.729091631279741,5.71865649947838e-07,-52.2616642035353,0.778278443184716,9.0209255485705e-07,-52.7605330172021
"297","SCMPBP",24991.2026508441,0.000219361046194308,-25.3665498953405,1852334.37473239,0.0452758684752086,-24.7633662775836
"298","SCMPMB",21974.2027357112,0.00017784802227619,-15.1469665491463,819700097.344299,20.069212528806,-14.4684524320007
"299","SCMPWHB",18827.5931359626,0.000651953786286248,-21.3997488251591,595049392.367939,61.7410462698785,-20.7549801289057
"300","SCUPNWATLC",9487.2480635185,1.36048956981035e-05,-50.7535888505445,18291.9377211941,0.0001186073425968,-56.2148838880735
"301","SDOGBLKGSA29",50.6183028717702,2.23015710912616e-05,-41.1796666232383,53.4924409729918,3.76140975640051e-05,-41.9096252281167
"302","SEELNSSA1",1082137.1045382,2.8732208282024e-06,-14.0403830394818,2744034.06956629,1.98219252039745e-05,-13.4531978134556
"303","SEELNSSA2",867968.411385679,3.34764765272108e-06,4.44069413730472,910256.312048996,5.07234289362688e-06,4.58935658831509
"304","SEELNSSA3",2014594.97179079,6.08994997758233e-06,4.77395290511539,5903458.61301223,4.84302084909799e-05,3.6549299203549
"305","SEELNSSA4",1047686.90595044,4.47489091595723e-06,13.1732041233579,6829907.38197261,9.93180926569478e-05,11.5861874089876
"306","SFLOUNMATLC",5149.33550790633,4.18412420716144e-05,-71.4161205079492,24884.344451072,0.000605262042380407,-67.6354690893844
"307","SILVERFISHSE",1375435678.28892,3.93310377245559e-05,-38.5723245057222,2107653263.36036,0.000126270233642122,-38.7990562125003
"308","SKJCWPAC",2619.69972322292,1.4298193713849e-07,-122.674019958975,3059.42957294729,2.66605868982117e-07,-122.454413582432
"309","SMOOTHOREOCR",52.1669534805071,-8.09957678280757e-06,-11.4443827747214,65.9334897861192,-4.28823255155928e-06,-11.1935728428564
"310","SNAPSAUSNSG",1416189.9493229,4.24542311236111,-0.658090856458998,1624994.5324868,7.75911341694382,-0.616262365218282
"311","SNAPSAUSSSG",3797697.87082549,13.0829518603247,11.7965140751366,331826633505.664,4383516.82817145,13.2488630091611
"312","SNOWCRABBS",15404.2901265338,8.27820374589363e-06,-9.4455509173766,459436427.651508,0.73479943173362,-9.23491386897583
"313","SNROCKPCOAST",0.0336284452192744,4.4737543865721e-10,-16.6379722319182,1419.44735953391,0.000111186154366064,-10.3539244172871
"314","SOLECS",5579.65709344957,0.000380644382216124,-93.0460575742385,155855999.41391,30.9596327803987,-92.8466115228504
"315","SOLEIIIa.2224",5.18809872658918,0.000512176468798269,-54.6199315169422,853260.578034654,248.875721585147,-56.2279354554797
"316","SOLEIS",1.45043378149547,4.33669523702449e-05,-42.8790633454984,1.42795140057641,4.25729720589359e-05,-42.7761635457796
"317","SOLENS",8050.05603987315,2.33480769893661e-05,-33.571988357023,120049776.262726,1.05051286788752,-30.3139404212148
"318","SOLEVIId",7070.56920692225,8.41704030626017e-05,-66.3165635917592,42890659.8781446,1.50059659625563,-64.762384012995
"319","SOLEVIIe",1798.54568456979,0.000115934277422534,-132.211111143224,2015.71766935041,0.000196428946569965,-132.155991843613
"320","SOLEVIIh.k",1.73471943017784,0.737079280087976,-13.9157012584776,11.1984296194633,12.8340698328145,-14.3408336746044
"321","SOLEVIIIab",2018.79442495076,1.21098142783111e-05,-97.442958962451,2050.346147219,1.45487834389318e-05,-97.4468821393351
"322","SOUTHHAKECR",119.528065433234,1.01768063787532e-05,-48.4527562624411,142.098281497642,2.01773472574278e-05,-48.6980826540654
"323","SOUTHHAKEWCSI",226.236007954748,1.3892101248193e-05,-68.4517394486693,469.682125754698,6.63310825185912e-05,-69.1588155613285
"324","SPANMACKSETO",434.755480989991,-2.98255940352297e-05,-44.3521808109443,441.168545820084,-2.26971542688249e-05,-44.2630241213351
"325","SPHAKECH",5554.06786636233,2.18092059576417e-06,-110.859125405238,9060.85676025697,8.81493814936389e-06,-138.822024353901
"326","SPRAT22.32",131.366866460791,5.97271159061091e-07,-33.071596089395,187.773722892237,1.69327996036315e-06,-33.6828417207427
"327","SPRATIIIa.IV",1336237.60893815,4.68342510307337e-06,-56.7561575252683,2155979.42528066,1.63312673553477e-05,-58.3809289045527
"328","SSALMBIRKENH",10.1632847873213,7.17537003290013e-06,-25.9912777565101,19.1848261272539,3.87532324147195e-05,-29.0165274355777
"329","SSALMBLACKL",4.74532380744809,1.71701884258995e-06,-36.1143925413527,52.0135290760404,6.77307162407154e-05,-39.2827191683797
"330","SSALMBOWRON",6.81806978858351,3.55382296263792e-05,-40.8679686316173,8.21418917599353,8.58053962080246e-05,-42.6235084544276
"331","SSALMBRANCH",3.3754745801647,9.90685159482896e-07,-11.0233803218797,3.6058873551944,1.62775076892048e-06,-10.6447993835784
"332","SSALMCHIGNIKL",5.85184359743087,2.17071692476987e-06,-107.229319841157,80.2458740899415,9.17325896668809e-05,-103.974991616983
"333","SSALMCHILKATL",8.25888327508541,1.26199216892028e-05,-22.4422388460622,4362794.95898548,23.0706218653744,-18.328118497279
"334","SSALMCHILKO",8.46009584016809,1.61698145824698e-06,-37.0013148300118,9.24733594863184,3.06543215854731e-06,-35.0866486959052
"335","SSALMCULTUS",5.87866068256789,2.00511490157778e-05,-11.179768072645,6.09916274105624,2.93711270063181e-05,-11.2168275512079
"336","SSALMEALSEKDR",3.45230659425464,9.78413139186019e-06,-22.5888780070289,6.33394252045355,4.10096678374332e-05,-23.4217158915751
"337","SSALMEGEGIK",4.03990783666429,-1.0128779983184e-07,-29.5048051851328,4.08106029189134,-8.65045708550642e-08,-29.4986753755626
"338","SSALMEUPPERS",2.34757590619648,4.86657198038359e-06,-21.5560470339267,2.57179372274499,8.38595915693321e-06,-21.7411868503385
"339","SSALMHARRISON",9.32391639293148,7.57291651897221e-05,-19.3502744146181,16.4160499965501,0.000393275953713571,-15.5992329271041
"340","SSALMIGUSHIK",5.08868504983012,1.91680861597981e-06,-9.73506742129276,16.3230641380797,1.9319983488719e-05,-11.6850034011165
"341","SSALMKLUKSHUR",3.64215280126982,6.19514431344491e-05,-34.7124496885051,19.7121610899036,0.000912871208699956,-35.4641830216648
"342","SSALMKVICHAK",1.50674510296215,-1.00092976493676e-08,-11.2240123522475,1.51133914205871,-8.99385384617157e-09,-11.2226226962344
"343","SSALMLUPPERS",4.15708136515386,1.62526284408814e-06,-25.3112445993609,4.78966188886483,3.27036186318157e-06,-25.8751122261267
"344","SSALMLWASH",1.41964440770277,1.35657599278353e-06,-16.0175591190841,1.54508846222941,2.18295688293532e-06,-16.0937486760426
"345","SSALMNADINA",36.0705063054389,9.98161720753341e-05,5.5181449948104,51.4360291508865,0.000506837214231031,1.29882448512959
"346","SSALMNAHANTLATCH",10.7955358366569,0.00019637901203845,1.36122569637363,3867665.04973455,296.251811798656,-4.04374979076005
"347","SSALMNAKNEK",3.90160672543755,2.88763352275321e-07,-55.3920790679111,4.54520485700875,5.64365720878261e-07,-55.7569220511123
"348","SSALMNASS",6.179816584673,3.45884675436884e-06,-32.7527464321176,10.4512353274229,1.2701436553546e-05,-32.9643489810354
"349","SSALMNUSHAGAK",3.81190679421222,7.56116311489207e-07,-44.3694752545265,4.0538170578131,1.26321998121122e-06,-39.8691669917917
"350","SSALMNUYAKUK",3.79958542663639,8.12448545406043e-07,-4.14351772916185,3.96378624389953,1.43083184251808e-06,-2.41350967564682
"351","SSALMOWIKENOL",2.3214449420381,9.90128240786469e-07,18.0100620754203,2.68805682003794,1.97529449950505e-06,17.7108287086973
"352","SSALMPITT",5.31842787352957,2.44641210763767e-05,-34.263744691291,8.15048011584064,8.25462371641816e-05,-35.9279018659115
"353","SSALMQUIN",2.1740824689212,2.1365948748481e-05,-5.6134741184441,5.17099221299066,0.000126782243301125,-6.59211275241618
"354","SSALMRAFT",4.78635517749777,2.1057877644376e-05,-31.2532810468976,5.11872948277787,3.77286315359562e-05,-31.6030256032175
"355","SSALMSEYMOUR",5.47422189943423,6.8886159313017e-06,-18.5713295040505,5.96225421797663,1.38089253316761e-05,-18.7377490377866
"356","SSALMSITUKR",3.78479080028931,1.08628837529038e-05,-46.2260788371605,68.5512415932586,0.000572367870205012,-45.5015291953505
"357","SSALMSKEENA",3.11032407996394,4.25558119802718e-07,-31.8683907193828,3.3333151340101,6.65150509185485e-07,-31.7740777558681
"358","SSALMSTELLAKO",7.30014629967996,3.51711108289364e-06,-54.2532929811984,8.31126308419548,6.91131249048915e-06,-54.4751404202478
"359","SSALMTOGIAK",5.43288499460604,3.50407703338785e-06,-53.4570319791578,6.50077284026854,7.38831127653236e-06,-51.4520930734668
"360","SSALMUCOOKI",5.63131503056241,1.6742072464201e-07,-52.7735573197841,5.68682939831894,1.98641606592588e-07,-52.7457224569316
"361","SSALMUGASHIK",3.05325018797637,1.78808855470367e-07,1.21408575058183,3.12953121023044,2.41296779481204e-07,1.17870048488574
"362","SSALMWEAVER",11.1845994652232,7.2650067054512e-06,24.7454570902186,37.7148409116361,0.00016731884693068,20.0105911486787
"363","SSALMWOOD",3.63398802711539,3.749911993165e-07,-61.1849176831195,3.66509349164754,4.96626449732108e-07,-59.7542629233832
"364","SSLOBSTERSASC",3428.19603697947,0.000408453281370393,-36.7225423295097,8396.06813916422,0.00241877263304612,-36.456165312445
"365","STFLOUNSPCOAST",5460970.80568346,0.00157545835242504,-8.49129502312248,431706886847.017,579.368655321236,-0.332171097838619
"366","STMARLINNEPAC",0.242111190993468,0.000423515585583174,-48.9550804085644,0.889342551439924,0.00396920899837374,-48.8750389081457
"367","STMARLINWCNPAC",349.308181850108,0.000293594434789408,-35.2558554600474,682.094366615104,0.00132597881736546,-36.4329570681502
"368","STRIPEDBASSGOMCHATT",8246.57809908587,2.53649322748058e-05,-74.7474026270634,13230.6069343485,0.000116240893421208,-75.4974618699735
"369","TANNERCRABBSAI",26065.1319401807,4.57183480430325e-05,-24.7737028719007,4015579584.40138,31.5457322318177,-9.36403585419967
"370","TIGERFLATSE",4861450701.20806,0.00011123071856132,-169.078069041031,10820373310.4115,0.000581991347059623,-172.267673750708
"371","TILEGM",101955.027850759,0.10030285647827,-91.7890113706834,1368802865.97558,5758.94544154689,-71.4188019967257
"372","TILEMATLC",434.144107747414,9.45077338578666e-05,-59.3127902970795,27593709354373.5,21606468.0746206,-69.7999346030347
"373","TREVALLYTRE7",529.319688748096,4.83925614414295e-05,-91.464496706312,997.117366521493,0.000197369969114188,-92.0934714233663
"374","TURIV",1981.71784817593,0.000142611084159033,-93.6977096534501,4465876.13961328,0.979374854051441,-97.5748148216474
"375","VSNAPSATLC",5.72272200787133e-07,3.56375007328772e-14,-101.034783579092,0.000157721310607292,2.72937893756375e-11,-102.393724399126
"376","WANGLVIIIc.IXa",843.071526854418,0.000224530734083242,-7.57597540089152,157449366.128695,147.498501593029,-6.95049391823074
"377","WANGLVII.VIIIabd",2725.06211284042,2.88676727621523e-05,-50.2100991144198,85938273.5509363,2.59805125851543,-53.2939509889087
"378","WAREHOUESE",1699829977.99869,0.000115789341950854,-3.35902156471788,2069229739.14873,0.000320549833877613,-4.36005542700634
"379","WAREHOUWSE",4689708934.28104,0.000515335119484831,-19.6802051989704,34379291223.9701,0.0133846838651893,-25.6864433518277
"380","WHAKE4T",9883.32226597195,3.92766641688732e-05,-71.326718095384,562728121.218032,8.27051710442802,-95.4107678953748
"381","WHAKEGBGOM",563.06942365418,3.96828810623793e-05,-93.9432107765585,1139.24351187578,0.000187850630325717,-93.9317675260757
"382","WHITMEDGSA29",19403.4335473736,-4.70722703027229e-05,-42.846597997491,23654.1848820424,-2.62316680909223e-05,-42.762643315337
"383","WHITNS.VIId",183718.298556683,4.79953933618546e-06,-99.3459079333934,709428460.553674,0.0524775551593854,-101.041357562694
"384","WHITVIa",8158.51746114675,1.07318529881438e-05,-57.6902265026824,8052.20787314642,1.30942962981995e-05,-54.5471187578773
"385","WHITVIIa",118231.617689018,7.04276009125197e-05,-65.0747785239298,165285.582544971,0.000312544167737347,-75.477605305816
"386","WHITVIIbce.k",63852.7176217556,2.53132305405407e-05,-27.7957774326634,1739283420.22496,2.07365175840737,-27.8139071662676
"387","WINFLOUN4T",52.4399758822672,6.14042631350913e-06,-43.4537597636602,6378376.22918758,2.67932693418105,-34.9324791410717
"388","WINFLOUN5Z",2733.46772612029,9.8217692521958e-05,-19.3869945021437,6226672431696.93,699526.085922088,-20.9333883586265
"389","WINFLOUNSNEMATL",2432.43146258327,-2.40756364460987e-06,-33.1205728278108,2426.93562854191,-2.65129554916323e-06,-33.1220113565342
"390","WITFLOUN4RST",9.27482081407428,0.000176696073377235,-52.8257079881543,1534539.54948741,94.9921770361392,-41.7101207763563
"391","WITFLOUN5Y",3411.15672349573,0.000147550603834209,-43.5701914914432,9076.37372789098,0.00102523657799317,-41.0711274580868
"392","WMARLINATL",148.401540631054,0.000496760322362309,-70.822928992087,179.459714048113,0.00101979162097402,-70.343966866112
"393","WPOLLAI",773.379335273744,1.02958380273688e-06,-23.054839653587,785.002587831139,1.26756222505424e-06,-23.0589644540145
"394","WPOLLEBS",44563911.6719493,6.67912466342856e-07,-67.1023027048299,348664923885.584,0.0181643513253164,-61.886001237006
"395","WPOLLGA",45572.0084110372,4.55555387516267e-06,38.4963228716551,2947324531.35482,0.92260837635211,36.0562952707656
"396","WROCKBCW",426.689597182714,4.39367462263027e-05,-51.3545103079866,906.511241517899,0.00021442505089692,-51.7481633313005
"397","WROCKPCOAST",1618.08497770177,1.06166640027932e-05,-46.165459649673,1985.25137236693,2.25059670915203e-05,-45.9023857516052
"398","YELLCCODGOM",11558.152640138,0.000675684389051589,-44.3771572094535,31971.4164412257,0.00456844613258994,-44.9628156626347
"399","YELLGB",5114.56219458356,7.25036242678398e-05,-42.7612100389247,7958.73167547099,0.000247158235389723,-45.0614111716979
"400","YELLSNEMATL",4756.24938768427,6.95252932655158e-05,17.3201491363032,4731.36882203086,8.92280915066849e-05,17.9200913737375
"401","YEYEROCKPCOAST",0.00092932531604719,1.57434788171896e-09,-95.867885973855,0.00183849526599007,7.66677532666272e-09,-98.8060011621908
"402","YFINEIO",149.494968248745,4.70188654787417e-07,-93.6998664052736,574.514124804781,4.64573183804765e-06,-97.7308733574767
"403","YFINEPAC",0.0656864705563736,1.26739547541436e-07,-106.849203238679,0.0908815458984838,3.31757528627926e-07,-107.151053350706
"404","YSOLEBSAI",30.2633659154555,2.68508332929428e-06,-73.683703653107,8821166.5036926,3.80471890417698,-88.3037459798868
"405","YTROCKNPCOAST",2.06259433021039e-05,1.52322699074262e-13,-116.628132729933,13.6154188444484,3.13169213796611e-07,-115.821492673024
