"","stock_name","ricker_a","ricker_b","ricker_sigmaR","ricker_AICc","bevholt_a","bevholt_b","bevholt_sigmaR","bevholt_AICc","min_model","rel_likelihood"
"35","NZLINGWSE",7792.43582622524,0.000507112214373592,0.628956158548722,51.2043859823984,948263.219550528,0.486687751162605,0.688058303121186,55.3361618380969,"ricker",0.887543187975418
"36","OFLOUNECS",10425.8239387612,0.00105153440845047,0.247601435088679,8.28567689754219,14604161.3313741,6.64453329463029,0.298891887769208,18.4512312473125,"ricker",0.993835576612672
"37","PCEELCSCH",2.06815107415961,0.000161393955969081,0.454162192873741,60.7642136053591,5.6743644540497,0.00109991260508259,0.505336254158835,69.9458393550313,"ricker",0.989957270834201
"38","PCEELSCH",0.725645738376949,0.000100259393067701,0.454816295414523,60.8879205161982,0.713977089533235,0.000122775239338383,0.471747976323554,64.0317547797446,"ricker",0.828056738837429
"39","PLAICCELT",2.74553311266348,1.04645161247072,0.399676328480833,27.573511471116,0.98153673261374,9.99999348028519e-07,0.439927011133017,31.4116815711798,"ricker",0.872036370133476
"40","PLAICIS",7775.64768682358,0.000135206632112496,0.189480433308111,-11.8783177269633,23821325.2884432,1.23075168913049,0.242942898740883,7.03452962717703,"ricker",0.999921820403574
"41","POLLFAPL",1.07043824096165,1.53227126800717e-05,0.401131589734698,49.0912668693493,2634.57565290876,0.114833677405222,0.428904666634256,54.7143848595355,"ricker",0.943297263648861
"42","PSALMAKPSWUD",7.32822236080986,1.06963887104282e-06,0.685058327018044,53.1246683286774,9.7356490143388,2.9965386861708e-06,0.722033073585153,55.4365306149362,"ricker",0.760592596376331
"43","RBRMSETOE",22198.747112938,0.000732565763440757,0.174657507565874,-16.7212925552714,32035.934939397,0.00226840917596537,0.199595860329149,-7.1116190433181,"ricker",0.991876493942342
"44","REDDEEPDP.1.2.V.XII.XIV",2.12926476036388,0.861201156301922,0.569995594927952,46.681574746939,0.76906107628972,1.00003227721501e-06,0.77292512208209,60.6861313615475,"ricker",0.999091020212915
"45","REXSOLEGA",32195.7872230934,7.55140215442198e-05,0.336996514860559,26.7980637805539,16882596.397813,0.241946855527898,0.461903004613762,45.7148211911125,"ricker",0.999921973085667
"46","RKCRABNS",0.284442190263521,1.42444073918432e-07,0.391656792526397,47.0833680233757,0.122520531339025,3.27183420936395e-14,0.633252025498926,87.4439031351898,"ricker",0.99999999827884
"47","RMULLMEDGSA29",411746.638075167,0.000258161657634728,0.527569510583801,46.1160386705242,1464965.25704619,0.00247174873248884,0.575961334523148,50.5040990058977,"ricker",0.899712135553547
"48","RROCKLOBSTERSAUSSZ",2.43791081468218e-05,3.44409279246988e-12,0.309902601791808,24.0950583935674,0.0478669205484871,2.16708429244684e-08,0.332539396540539,29.0298864805546,"ricker",0.921825615858822
"49","RSOLEGA",21569.0912515169,2.53728349341663e-05,0.387005085627415,43.3161417982552,18423685.2892017,0.0929677833143008,0.430415983797061,51.6083764020481,"ricker",0.984420808361805
"50","SFLOUNMATLC",5149.3185309746,4.18411291777602e-05,0.345763106851396,31.0716997506898,24884.0558968025,0.000605254423073534,0.365531209406671,34.8523511686354,"ricker",0.868792663229451
"51","SNAPSAUSSSG",3797661.38496266,13.0829272395728,1.28050795965055,77.3919324703897,818187.153648807,9.99999370212922e-07,1.61789153589429,87.2143489354266,"ricker",0.99269024001617
"52","SNROCKPCOAST",0.0336272057228644,4.47369618519457e-10,0.767490549063116,83.0119709625118,5.66846535214634,4.43858791359838e-07,0.844220943997451,89.298455392907,"ricker",0.95864161893289
"53","SOLENS",8050.0252770169,2.33480173621266e-05,0.760272436216893,148.376389760627,1526439.20265241,0.0133553170954896,0.78077879271296,151.642214147021,"ricker",0.836568189587594
"54","SSALMCHIGNIKL",5.85183554480498,2.17071369035766e-06,0.473738972419657,103.097828940547,81.022528338091,9.26516792478106e-05,0.484580269871237,106.352165909136,"ricker",0.835781380201756
"55","SSALMCHILKATL",8.25884720784576,1.26198966205109e-05,0.582543382139018,45.9910566155435,12967.3058294787,0.0685581039870253,0.639659229449814,50.1066599854022,"ricker",0.886733565066948
"56","SSALMHARRISON",9.32391440821939,7.57291214379699e-05,0.812819786929372,122.867824773223,16.415708478965,0.000393268934859938,0.84520689576591,126.618866265774,"ricker",0.867095782433262
"57","SSALMNUSHAGAK",3.81189804621818,7.56112269612038e-07,0.577526658973071,77.9834844688641,4.05453491805409,1.26402946016451e-06,0.610154709032765,82.4837947967302,"ricker",0.904663918382482
"58","STFLOUNSPCOAST",5460943.50549622,0.00157545536773894,0.844097562500107,76.9692628365534,2163140406.16766,2.90621360761367,0.976876573410983,85.1354046997874,"ricker",0.983423778919375
"59","TANNERCRABBSAI",26065.0426613163,4.57182656415705e-05,0.708498435363464,86.2277485856089,80927573.0928952,0.635707076214841,0.872562690099849,101.63913612583,"ricker",0.999549946424217
"60","TILEGM",101953.525512279,0.100302263037776,0.358301670476947,41.9154566220384,10972.5112501699,1.00115959596965e-06,0.618007870018278,90.9776688760205,"ricker",0.999999999977804
"61","WHITVIa",8158.51551521927,1.07318416789214e-05,0.454105662282879,53.3112249544864,8052.19968726445,1.30941562079397e-05,0.473809193683074,56.4543327001674,"ricker",0.828005012311519
"62","WINFLOUN4T",52.4397637728541,6.14041140645141e-06,0.567852077470792,73.2234458276347,78514.481299813,0.0329773830448498,0.633423349053255,81.746658274534,"ricker",0.986096398687554
"63","WITFLOUN4RST",9.27484998903013,0.000176696406951891,0.408279375761293,38.3106040097168,13644.5133083153,0.845218345734668,0.491453257977063,49.4278908932723,"ricker",0.99616079526915
"64","WITFLOUN5Y",3411.14919590039,0.000147550259298776,0.476372876046191,47.5661205010219,9076.34559884042,0.00102523291407429,0.496633468308883,50.065184534215,"ricker",0.777218840494603
"65","WPOLLEBS",44563694.9713761,6.67910739012695e-07,0.534853886963897,92.1430588820384,131940348296.806,0.00687327538706067,0.561333371584038,97.3604707761295,"ricker",0.931419782225282
"66","WSHRIMPGM",127794.529157442,2.01801519018176e-06,0.188555210035286,-10.1609800069432,179032.687563247,5.67770944610857e-06,0.197993731114332,-6.83955627072189,"ricker",0.840333539736407
