"","stock_name","ricker_a","ricker_b","ricker_sigmaR","ricker_AICc","bevholt_a","bevholt_b","bevholt_sigmaR","bevholt_AICc","min_model","rel_likelihood"
"1","ACADREDGOMGB",542.159371420642,2.60200248009785e-06,1.28486878432523,140.234845039355,646.686114879817,6.48765543262095e-06,1.27709322201831,139.748679414936,"bevholt",0.560473219446915
"2","ACMACKSARG",4164.03118729129,6.21781512968844e-06,0.228633516661415,3.67153114357166,8588.54750284271,2.86038769537246e-05,0.224196099038977,2.53480952414703,"bevholt",0.638384854576725
"3","ALBANPAC",5.93284921424796,1.0743825135752e-05,0.222205769615233,3.34335492250259,23068.5391617365,0.11607994031,0.224951668227789,3.90834639498421,"ricker",0.570157980429179
"4","ALBASPAC",177.679239361197,3.31261068033795e-06,0.442439832827904,71.6567560528086,555.977865423293,2.5091024366926e-05,0.442636732547135,71.7073055482198,"ricker",0.506318350576333
"5","ALPLAICBSAI",18721541.4757828,3.99380590089422e-06,0.322846898302042,30.2943612189434,28000017423.0398,0.0165904285519137,0.308085217411787,26.4566948298651,"bevholt",0.872008263212733
"6","AMPL3LNO",2058.66806490177,3.31453796566673e-06,0.508153732818528,70.4245905662988,2151.29014010088,4.90085638592848e-06,0.507185252096821,70.2605127370711,"bevholt",0.520498233195322
"7","AMPL4T",6562.78281221848,2.4173938100838e-06,0.578387003113172,69.4930044962536,7491.83974096441,4.74800247209646e-06,0.575965951064678,69.1907627387598,"bevholt",0.537708482967613
"8","ANCHMEDGSA29",987185.724282157,1.64825060996129e-06,0.422517494072346,37.1438635261424,2040121.81377863,8.37069964629895e-06,0.38014069020355,31.4366066961946,"bevholt",0.945505937393295
"9","ANCHOBAYB",1.2480378839295,7.92616864994306e-06,0.755154826596332,81.9425601700076,1.48033530385198,1.659158184964e-05,0.755375697765179,81.9618641050794,"ricker",0.502412973151199
"10","ANCHOSA",409658.095409851,2.25340108748889e-07,0.641546918791499,75.0285762794984,561238.102340546,6.20021991578655e-07,0.631503058237043,73.9242826778868,"bevholt",0.634633521629688
